,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,Point Share,Even Strength Goals,PPG,SHG,GWG,Shots,S%,TOI,ATOI,BLK,HIT,FOW,FO%,Season
548,Michael McLeod\mcleomi01,21,NJD,C,12,0,2,2,4,4,0.2,0,0,0,0,11,0.0,123,10:14,6,19,40,50.0,2019-20
549,Brayden McNabb\mcnabbr01,29,VEG,D,71,2,7,9,1,40,2.2,1,0,1,0,73,2.7,1421,20:01,133,201,0,,2019-20
550,Jayson Megna\megnaja01,29,COL,C,8,0,0,0,-1,2,-0.1,0,0,0,0,4,0.0,54,6:43,5,10,0,0.0,2019-20
551,Timo Meier\meierti01,23,SJS,RW,70,22,27,49,-22,42,4.6,20,2,0,2,199,11.1,1210,17:17,38,155,12,32.4,2019-20
552,Brennan Menell\menelbr01,22,MIN,D,5,0,0,0,1,2,0.1,0,0,0,0,4,0.0,70,13:59,4,2,0,,2019-20
553,Nicholas Merkley\merklni01,22,NJD,RW,4,1,1,2,0,2,0.2,1,0,0,0,8,12.5,45,11:22,2,9,0,,2019-20
554,Dakota Mermis\mermida01,26,NJD,D,10,1,3,4,7,4,1.3,1,0,0,0,17,5.9,192,19:13,21,20,0,,2019-20
555,Jonathon Merrill\merrijo01,27,VEG,D,49,2,5,7,9,32,2.2,2,0,0,0,37,5.4,890,18:09,71,51,0,,2019-20
556,Victor Mete\metevi01,21,MTL,D,51,4,7,11,5,20,2.6,4,0,0,1,57,7.0,816,16:00,60,20,0,,2019-20
557,Jacob Middleton\middlja01,24,SJS,D,10,0,2,2,-2,9,0.2,0,0,0,0,9,0.0,108,10:46,5,18,0,,2019-20
558,Ilya Mikheyev\mikheil01,25,TOR,F,39,8,15,23,7,4,2.3,7,0,1,1,98,8.2,607,15:35,13,26,3,75.0,2019-20
559,Niko Mikkola\mikkoni01,23,STL,D,5,0,1,1,3,0,0.4,0,0,0,0,10,0.0,72,14:22,3,5,0,,2019-20
560,Sonny Milano\milanso01,23,TOT,LW,55,7,16,23,-7,26,1.8,6,1,0,2,75,9.3,720,13:06,13,26,0,,2019-20
561,Colin Miller\milleco02,27,BUF,D,51,1,10,11,-9,22,1.4,1,0,0,1,79,1.3,874,17:08,40,87,0,,2019-20
562,J.T. Miller\millejt01,26,VAN,C,69,27,45,72,11,47,7.9,18,9,0,3,165,16.4,1387,20:06,38,123,425,59.2,2019-20
563,Casey Mittelstadt\mitteca01,21,BUF,C,31,4,5,9,-5,2,0.5,3,1,0,1,34,11.8,396,12:46,8,11,86,46.5,2019-20
564,Sean Monahan\monahse01,25,CGY,C,70,22,26,48,-16,25,4.6,14,8,0,5,166,13.3,1267,18:06,22,65,549,52.6,2019-20
565,Brandon Montour\montobr01,25,BUF,D,54,5,13,18,13,28,4.4,5,0,0,0,86,5.8,1053,19:30,53,60,0,,2019-20
566,John Moore\moorejo01,29,BOS,D,24,2,1,3,-2,11,0.7,2,0,0,0,33,6.1,397,16:33,27,36,0,,2019-20
567,Trevor Moore\mooretr01,24,TOT,LW,42,6,4,10,-4,6,0.5,6,0,0,0,60,10.0,542,12:54,17,60,4,28.6,2019-20
568,Samuel Morin\morinsa01,24,PHI,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,,13,12:32,0,2,0,,2019-20
569,Josh Morrissey\morrijo04,24,WPG,D,65,5,26,31,1,24,4.9,4,1,0,0,120,4.2,1480,22:46,59,34,0,,2019-20
570,Tyler Motte\mottety01,24,VAN,C,34,4,4,8,-10,10,0.0,4,0,0,0,38,10.5,446,13:07,37,118,8,42.1,2019-20
571,Mirco Mueller\muellmi01,24,NJD,D,50,2,5,7,-13,23,1.0,2,0,0,0,29,6.9,882,17:39,91,63,0,,2019-20
572,Connor Murphy\murphco02,26,CHI,D,58,5,14,19,2,27,3.5,5,0,0,0,117,4.3,1233,21:15,138,128,0,,2019-20
573,Ryan Murray\murrary01,26,CBJ,D,27,2,7,9,-9,4,1.2,2,0,0,0,32,6.3,539,19:57,50,12,0,,2019-20
574,Jake Muzzin\muzzija01,30,TOR,D,53,6,17,23,12,40,4.3,6,0,0,1,99,6.1,1145,21:36,110,109,0,,2019-20
575,Philippe Myers\myersph01,23,PHI,D,50,4,12,16,17,30,4.0,4,0,0,0,78,5.1,855,17:06,44,80,0,,2019-20
576,Tyler Myers\myersty01,29,VAN,D,68,6,15,21,-7,49,3.3,4,1,1,1,134,4.5,1463,21:30,108,99,0,,2019-20
577,Vladislav Namestnikov\namesvl01,27,TOT,C,65,17,14,31,-5,45,3.0,11,2,4,2,98,17.3,979,15:03,47,108,22,46.8,2019-20
578,Riley Nash\nashri02,30,CBJ,C,64,5,9,14,6,10,1.1,4,0,1,1,64,7.8,758,11:51,36,68,245,47.9,2019-20
579,James Neal\nealja01,32,EDM,LW,55,19,12,31,-20,12,3.0,7,12,0,2,112,17.0,897,16:18,17,88,11,35.5,2019-20
580,Martin Necas\necasma01,21,CAR,C,64,16,20,36,-6,20,3.5,11,5,0,3,88,18.2,907,14:10,19,65,13,27.1,2019-20
581,Brock Nelson\nelsobr01,28,NYI,C,68,26,28,54,6,32,6.3,22,4,0,5,175,14.9,1282,18:52,44,49,615,51.8,2019-20
582,Patrik Nemeth\nemetpa01,27,DET,D,64,1,8,9,-10,28,2.5,1,0,0,1,89,1.1,1410,22:02,92,80,0,,2019-20
583,Aaron Ness\nessaa01,29,ARI,D,24,0,1,1,1,0,0.6,0,0,0,0,11,0.0,301,12:32,20,17,0,,2019-20
584,Valeri Nichushkin\nichuva01,24,COL,RW,65,13,14,27,26,14,3.4,11,1,1,3,113,11.5,915,14:04,22,84,2,40.0,2019-20
585,Nino Niederreiter\niedeni01,27,CAR,RW,67,11,18,29,-3,42,2.2,7,4,0,2,115,9.6,993,14:49,19,52,1,25.0,2019-20
586,Frans Nielsen\nielsfr01,35,DET,C,60,4,5,9,-13,8,-0.2,3,0,1,0,86,4.7,821,13:41,35,44,210,46.1,2019-20
587,Matthew Nieto\nietoma01,27,COL,LW,70,8,13,21,7,6,1.5,6,0,2,3,85,9.4,945,13:30,23,37,2,40.0,2019-20
588,Boo Nieves\nievecr01,26,NYR,C,4,0,0,0,2,4,0.0,0,0,0,0,2,0.0,30,7:32,2,3,14,73.7,2019-20
589,Sami Niku\nikusa01,23,WPG,D,17,0,5,5,-2,12,0.6,0,0,0,0,27,0.0,275,16:10,19,16,0,,2019-20
590,Matt Niskanen\niskama01,33,PHI,D,68,8,25,33,15,29,6.4,3,4,1,0,126,6.3,1490,21:54,84,124,0,,2019-20
591,Stefan Noesen\noesest01,26,TOT,RW,40,7,2,9,-1,32,0.9,6,1,0,2,67,10.4,461,11:32,17,74,7,38.9,2019-20
592,Joakim Nordstrom\nordsjo02,27,BOS,C,48,4,3,7,-6,17,0.0,4,0,0,0,49,8.2,581,12:06,31,91,1,14.3,2019-20
593,Joshua Norris\norrijo01,20,OTT,C,3,0,0,0,2,0,0.0,0,0,0,0,9,0.0,54,17:55,2,3,30,61.2,2019-20
594,Tomas Nosek\nosekto01,27,VEG,C,67,8,7,15,-2,20,0.9,7,0,1,1,93,8.6,778,11:36,38,91,217,50.1,2019-20
595,Ryan Nugent-Hopkins\nugenry01,26,EDM,C,65,22,39,61,1,33,6.4,15,7,0,4,172,12.8,1330,20:28,44,33,205,50.7,2019-20
596,Darnell Nurse\nurseda01,24,EDM,D,71,5,28,33,-2,48,5.5,5,0,0,1,170,2.9,1665,23:27,141,172,0,,2019-20
597,Markus Nutivaara\nutivma01,25,CBJ,D,37,3,6,9,2,4,2.2,3,0,0,0,47,6.4,589,15:55,33,35,0,,2019-20
598,Joakim Nygard\nygarjo01,27,EDM,F,33,3,6,9,0,8,0.7,2,1,0,0,39,7.7,353,10:41,8,18,3,50.0,2019-20
599,Alexander Nylander\nylanal01,21,CHI,LW,65,10,16,26,-2,10,2.2,10,0,0,1,94,10.6,789,12:08,14,29,5,26.3,2019-20
600,William Nylander\nylanwi01,23,TOR,C,68,31,28,59,-2,12,6.7,22,9,0,7,197,15.7,1238,18:13,14,9,106,50.0,2019-20
601,Gustav Nyquist\nyquigu01,30,CBJ,RW,70,15,27,42,4,16,4.2,11,3,1,3,151,9.9,1262,18:02,26,37,17,51.5,2019-20
602,Logan O'Connor\oconnlo01,23,COL,RW,16,2,0,2,0,2,0.2,2,0,0,1,15,13.3,135,8:26,8,20,0,0.0,2019-20
603,Ryan O'Reilly\oreilry01,28,STL,C,71,12,49,61,11,10,5.4,9,2,1,3,118,10.2,1461,20:34,42,16,880,56.6,2019-20
604,Jordan Oesterle\oestejo01,27,ARI,D,58,3,10,13,-9,14,2.2,3,0,0,0,69,4.3,987,17:01,88,48,0,,2019-20
605,Kyle Okposo\okposky01,31,BUF,RW,52,9,10,19,-3,28,1.7,8,1,0,2,82,11.0,668,12:51,15,55,38,53.5,2019-20
606,Jamie Oleksiak\oleksja01,27,DAL,D,69,3,7,10,-6,41,2.4,3,0,0,1,76,3.9,1091,15:49,59,153,0,,2019-20
607,Mathieu Olivier\olivima01,22,NSH,F,8,0,1,1,1,4,0.0,0,0,0,0,6,0.0,60,7:33,1,17,0,,2019-20
608,Gustav Olofsson\olofsgu01,25,MTL,D,3,0,0,0,-4,2,-0.3,0,0,0,0,2,0.0,24,8:06,6,1,0,,2019-20
609,Victor Olofsson\olofsvi01,24,BUF,RW,54,20,22,42,-1,6,4.7,9,11,0,4,127,15.7,993,18:23,16,10,1,50.0,2019-20
610,Dmitry Orlov\orlovdm01,28,WSH,D,69,4,23,27,5,36,4.0,3,1,0,2,105,3.8,1530,22:10,82,106,0,,2019-20
611,T.J. Oshie\oshietj01,33,WSH,C,69,26,23,49,4,26,5.5,16,10,0,4,133,19.5,1262,18:18,58,90,119,50.0,2019-20
612,Xavier Ouellet\ouellxa01,26,MTL,D,12,0,2,2,0,4,0.3,0,0,0,0,8,0.0,167,13:54,15,24,0,,2019-20
613,Alex Ovechkin\ovechal01,34,WSH,LW,68,48,19,67,-12,30,8.7,35,13,0,3,311,15.4,1405,20:40,30,184,1,100.0,2019-20
614,Max Pacioretty\pacioma01,31,VEG,LW,71,32,34,66,18,44,8.6,24,8,0,5,307,10.4,1272,17:55,35,90,51,53.1,2019-20
615,Jean-Gabriel Pageau\pageaje01,27,TOT,C,67,26,16,42,4,49,5.0,18,5,3,5,151,17.2,1284,19:09,53,128,615,53.5,2019-20
616,Ondrej Palat\palaton01,28,TBL,LW,69,17,24,41,25,22,4.7,12,4,1,2,128,13.3,1117,16:11,61,145,7,33.3,2019-20
617,Kyle Palmieri\palmiky01,28,NJD,RW,65,25,20,45,-4,41,5.3,14,11,0,3,155,16.1,1112,17:07,36,74,12,32.4,2019-20
618,Artemi Panarin\panarar01,28,NYR,LW,69,32,63,95,36,20,11.4,25,7,0,4,209,15.3,1422,20:36,18,25,1,50.0,2019-20
619,Richard Panik\panikri01,28,WSH,RW,59,9,13,22,16,36,2.5,9,0,0,1,67,13.4,669,11:20,19,75,11,57.9,2019-20
620,Cedric Paquette\paquece01,26,TBL,C,61,7,11,18,-1,42,1.0,6,0,1,0,78,9.0,796,13:03,49,175,316,50.9,2019-20
621,Colton Parayko\parayco01,26,STL,D,64,10,18,28,8,16,5.7,7,3,0,1,162,6.2,1472,23:00,106,87,0,,2019-20
622,Zach Parise\parisza01,35,MIN,LW,69,25,21,46,-11,8,4.7,12,12,1,4,155,16.1,1187,17:12,38,27,41,53.2,2019-20
623,David Pastrnak\pastrda01,23,BOS,RW,70,48,47,95,21,40,13.2,28,20,0,10,279,17.2,1327,18:58,22,47,7,38.9,2019-20
624,Greg Pateryn\patergr01,29,MIN,D,20,0,3,3,1,6,0.6,0,0,0,0,22,0.0,309,15:28,30,25,0,,2019-20
625,Nick Paul\paulni01,24,OTT,LW,56,9,11,20,0,24,1.6,9,0,0,2,103,8.7,809,14:27,39,122,191,51.2,2019-20
626,Joe Pavelski\paveljo01,35,DAL,C,67,14,17,31,6,29,3.2,8,6,0,3,125,11.2,1134,16:56,52,62,351,53.8,2019-20
627,Tanner Pearson\pearsta01,27,VAN,LW,69,21,24,45,-4,27,4.5,16,3,2,3,164,12.8,1139,16:31,40,96,3,17.6,2019-20
628,Matthew Peca\pecama01,26,TOT,C,14,0,2,2,-4,0,-0.2,0,0,0,0,7,0.0,146,10:27,4,15,43,54.4,2019-20
629,Andrew Peeke\peekean01,21,CBJ,D,22,1,2,3,1,4,0.9,1,0,0,0,23,4.3,305,13:51,21,25,0,,2019-20
630,Adam Pelech\pelecad01,25,NYI,D,38,1,8,9,4,20,2.2,1,0,0,0,49,2.0,803,21:08,83,81,0,,2019-20
631,Brendan Perlini\perlibr01,23,TOT,LW,40,1,3,4,-18,10,-0.7,1,0,0,0,48,2.1,428,10:42,10,22,0,,2019-20
632,Mathieu Perreault\perrema01,32,WPG,C,49,7,8,15,-9,10,0.8,5,2,0,0,71,9.9,642,13:06,19,69,13,68.4,2019-20
633,David Perron\perroda01,31,STL,LW,71,25,35,60,2,52,6.6,16,9,0,9,166,15.1,1300,18:19,19,67,3,37.5,2019-20
634,Corey Perry\perryco01,34,DAL,RW,57,5,16,21,-2,70,1.5,4,1,0,0,77,6.5,782,13:43,33,60,4,40.0,2019-20
635,Joel Persson\perssjo02,25,EDM,D,13,0,2,2,-1,2,0.3,0,0,0,0,17,0.0,199,15:19,10,6,0,,2019-20
636,Brett Pesce\pescebr01,25,CAR,D,61,4,14,18,7,27,3.9,4,0,0,0,104,3.8,1335,21:53,91,22,0,,2019-20
637,Nic Petan\petanni01,24,TOR,C,16,0,3,3,-4,4,-0.2,0,0,0,0,19,0.0,178,11:07,4,7,1,25.0,2019-20
638,Jeff Petry\petryje01,32,MTL,D,71,11,29,40,-10,26,6.0,7,3,1,3,158,7.0,1679,23:39,79,177,0,,2019-20
639,Elias Pettersson\petteel01,21,VAN,C,68,27,39,66,16,18,7.7,19,8,0,5,162,16.7,1260,18:32,42,63,59,41.8,2019-20
640,Marcus Pettersson\pettema01,23,PIT,D,69,2,20,22,9,35,4.3,2,0,0,0,79,2.5,1339,19:24,84,106,0,,2019-20
641,Alex Pietrangelo\pietral01,30,STL,D,70,16,36,52,11,20,9.1,10,6,0,3,225,7.1,1693,24:11,89,47,0,,2019-20
642,Lawrence Pilut\pilutla01,24,BUF,D,13,0,0,0,-4,4,-0.1,0,0,0,0,6,0.0,211,16:14,19,10,0,,2019-20
643,Neal Pionk\pionkne01,24,WPG,D,71,6,39,45,10,32,7.3,3,3,0,1,177,3.4,1660,23:23,78,165,0,,2019-20
644,Brandon Pirri\pirribr01,28,VEG,C,16,0,2,2,-4,8,-0.3,0,0,0,0,24,0.0,201,12:34,5,16,6,66.7,2019-20
645,Tyler Pitlick\pitlity01,28,PHI,C,63,8,12,20,11,12,1.9,8,0,0,1,76,10.5,759,12:03,42,132,5,27.8,2019-20
646,Ryan Poehling\poehlry01,21,MTL,C,27,1,1,2,-4,4,-0.3,1,0,0,0,26,3.8,279,10:20,10,38,3,20.0,2019-20
647,Austin Poganski\poganau01,23,STL,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,,6,5:54,0,0,0,,2019-20
648,Brayden Point\pointbr01,23,TBL,C,66,25,39,64,28,11,7.7,17,8,0,4,141,17.7,1248,18:54,30,24,397,51.1,2019-20
649,Roman Polák\polakro01,33,DAL,D,41,0,4,4,-6,24,0.9,0,0,0,0,34,0.0,683,16:40,94,104,0,,2019-20
650,Tucker Poolman\poolmtu01,26,WPG,D,57,4,12,16,-1,24,2.8,3,0,1,1,64,6.3,995,17:27,59,58,0,,2019-20
651,Derrick Pouliot\poulide01,26,STL,D,2,0,0,0,-1,2,-0.1,0,0,0,0,1,0.0,17,8:20,1,2,0,,2019-20
652,Nikolai Prokhorkin\prokhni01,26,LAK,LW,43,4,10,14,-6,6,0.8,4,0,0,1,63,6.3,520,12:06,7,38,101,47.6,2019-20
653,Dalton Prout\proutda01,29,SJS,D,2,0,0,0,0,7,0.0,0,0,0,0,2,0.0,26,12:49,3,3,0,,2019-20
654,Ivan Provorov\provoiv01,23,PHI,D,69,13,23,36,11,24,7.1,6,7,0,3,150,8.7,1714,24:51,111,84,0,,2019-20
655,Ryan Pulock\pulocry01,25,NYI,D,68,10,25,35,8,14,6.8,7,3,0,3,163,6.1,1524,22:24,139,110,0,,2019-20
656,Mark Pysyk\pysykma01,28,FLA,D,58,9,9,18,4,20,3.3,9,0,0,1,64,14.1,740,12:45,38,47,3,50.0,2019-20
657,John Quenneville\quennjo02,23,CHI,C,9,0,0,0,-1,0,-0.2,0,0,0,0,14,0.0,99,11:03,3,21,3,75.0,2019-20
658,Alan Quine\quineal01,26,CGY,C,9,1,0,1,-1,4,0.0,1,0,0,0,12,8.3,88,9:48,2,6,1,100.0,2019-20
659,Gage Quinney\quinnga01,24,VEG,F,3,0,1,1,-1,0,0.0,0,0,0,0,2,0.0,29,9:43,0,2,8,47.1,2019-20
660,Lukas Radil\radillu01,29,SJS,C,14,0,0,0,-3,8,-0.3,0,0,0,0,12,0.0,132,9:24,2,16,1,25.0,2019-20
661,Alexander Radulov\radulal01,33,DAL,RW,60,15,19,34,8,46,3.9,8,7,0,3,132,11.4,1005,16:45,42,48,4,28.6,2019-20
662,Michael Raffl\rafflmi01,31,PHI,LW,58,8,12,20,-2,14,1.5,7,0,1,2,66,12.1,717,12:22,25,73,99,50.3,2019-20
663,Rickard Rakell\rakelri01,26,ANA,RW,65,15,27,42,-5,12,3.9,12,3,0,2,186,8.1,1180,18:10,29,81,10,76.9,2019-20
664,Mikko Rantanen\rantami01,23,COL,RW,42,19,22,41,-2,14,4.6,11,8,0,5,107,17.8,796,18:57,23,28,44,58.7,2019-20
665,Victor Rask\raskvi01,26,MIN,C,43,5,8,13,7,6,1.3,5,0,0,2,38,13.2,451,10:29,8,26,120,44.1,2019-20
666,Ryan Reaves\reavery01,33,VEG,RW,71,8,7,15,-5,47,0.9,8,0,0,1,61,13.1,720,10:09,24,316,24,46.2,2019-20
667,Mike Reilly\reillmi01,26,TOT,D,44,1,15,16,-6,24,1.9,0,1,0,1,85,1.2,793,18:01,46,39,0,,2019-20
668,Sam Reinhart\reinhsa01,24,BUF,C,69,22,28,50,-15,20,4.5,17,5,0,2,144,15.3,1423,20:38,27,36,40,35.7,2019-20
669,Anthony Richard\richaan01,23,NSH,C,1,0,0,0,-1,0,0.0,0,0,0,0,2,0.0,4,4:10,0,0,0,,2019-20
670,Brad Richardson\richabr02,34,ARI,C,59,6,5,11,1,20,0.6,5,0,1,3,76,7.9,805,13:39,44,77,355,54.0,2019-20
671,Tobias Rieder\riedeto01,27,CGY,C,55,4,6,10,-12,6,0.0,3,0,1,0,77,5.2,610,11:05,26,30,11,20.8,2019-20
672,Morgan Rielly\riellmo01,25,TOR,D,47,3,24,27,6,24,3.9,3,0,0,2,123,2.4,1137,24:12,67,38,0,0.0,2019-20
673,Juuso Riikola\riikoju01,26,PIT,D,36,1,6,7,3,6,1.5,1,0,0,0,38,2.6,500,13:53,24,74,0,,2019-20
674,Zac Rinaldo\rinalza01,29,CGY,C,19,3,2,5,-1,34,0.5,3,0,0,2,19,15.8,157,8:16,8,69,0,,2019-20
675,Rasmus Ristolainen\ristora01,25,BUF,D,69,6,27,33,-2,46,5.4,4,2,0,0,128,4.7,1573,22:48,82,203,0,,2019-20
676,Brett Ritchie\ritchbr01,26,BOS,RW,27,2,4,6,-3,21,0.3,2,0,0,1,34,5.9,281,10:24,3,89,2,40.0,2019-20
677,Nick Ritchie\ritchni01,24,TOT,LW,48,9,12,21,1,97,2.1,7,2,0,2,78,11.5,680,14:10,17,102,1,12.5,2019-20
678,Jason Robertson\roberja01,20,DAL,LW,3,0,1,1,0,0,0.0,0,0,0,0,4,0.0,37,12:19,0,1,0,,2019-20
679,Buddy Robinson\robinbu01,28,CGY,RW,5,1,0,1,0,7,0.1,1,0,0,0,6,16.7,61,12:14,5,14,0,,2019-20
680,Eric Robinson\robiner01,24,CBJ,LW,50,7,5,12,10,12,1.6,7,0,0,3,69,10.1,548,10:57,15,79,4,36.4,2019-20
681,Evan Rodrigues\rodriev01,26,TOT,C,45,6,4,10,-8,14,0.5,5,1,0,1,75,8.0,508,11:17,15,24,121,47.1,2019-20
682,Kevin Rooney\rooneke01,26,NJD,C,49,4,5,9,8,20,0.8,2,0,2,0,59,6.8,575,11:44,32,64,175,47.0,2019-20
683,Calle Rosen\rosenca01,25,TOT,D,12,0,3,3,0,4,0.4,0,0,0,0,14,0.0,163,13:35,7,3,0,,2019-20
684,Jack Roslovic\rosloja01,23,WPG,C,71,12,17,29,4,12,2.5,11,1,0,0,117,10.3,1058,14:54,21,58,70,47.3,2019-20
685,Antoine Roussel\roussan01,30,VAN,LW,41,7,6,13,0,43,1.2,6,1,0,1,55,12.7,485,11:50,14,44,6,50.0,2019-20
686,Carter Rowney\rowneca01,30,ANA,RW,71,8,11,19,5,14,1.6,6,0,2,1,63,12.7,910,12:49,42,189,47,45.6,2019-20
687,Matt Roy\royma04,24,LAK,D,70,4,14,18,16,10,5.2,4,0,0,0,112,3.6,1268,18:07,100,132,0,,2019-20
688,Nicolas Roy\royni01,22,VEG,C,28,5,5,10,3,8,1.1,4,1,0,1,42,11.9,320,11:26,7,39,93,48.2,2019-20
689,German Rubtsov\rubtsge01,21,PHI,C,4,0,0,0,-1,0,-0.1,0,0,0,0,1,0.0,27,6:48,4,4,6,42.9,2019-20
690,Chad Ruhwedel\ruhwech01,29,PIT,D,41,2,4,6,4,12,1.7,2,0,0,0,44,4.5,606,14:46,25,74,0,,2019-20
691,Kris Russell\russekr01,32,EDM,D,55,0,9,9,0,14,1.9,0,0,0,0,45,0.0,923,16:47,101,71,0,,2019-20
692,Patrick Russell\russepa01,27,EDM,RW,45,0,5,5,-11,12,-0.7,0,0,0,0,58,0.0,511,11:22,25,64,2,50.0,2019-20
693,Bryan Rust\rustbr01,27,PIT,RW,55,27,29,56,14,30,7.1,18,8,1,4,151,17.9,1087,19:46,35,71,2,20.0,2019-20
694,Jan Rutta\ruttaja02,29,TBL,D,33,1,6,7,6,14,1.5,1,0,0,0,43,2.3,513,15:33,21,19,0,,2019-20
695,Bobby Ryan\ryanbo01,32,OTT,LW,24,5,3,8,3,22,0.9,5,0,0,0,43,11.6,324,13:31,13,41,3,60.0,2019-20
696,Derek Ryan\ryande01,33,CGY,C,68,10,19,29,9,10,2.8,8,1,1,0,102,9.8,989,14:33,34,12,383,52.3,2019-20
697,Joakim Ryan\ryanjo02,26,LAK,D,35,1,4,5,-10,10,0.8,1,0,0,0,54,1.9,670,19:09,46,24,0,,2019-20
698,Brandon Saad\saadbr01,27,CHI,LW,58,21,12,33,2,16,3.9,18,1,2,5,140,15.0,971,16:45,19,36,23,39.7,2019-20
699,Aleksi Saarela\saareal01,23,FLA,C,9,2,2,4,2,0,0.5,2,0,0,0,15,13.3,110,12:15,3,1,7,38.9,2019-20
700,Scott Sabourin\sabousc01,27,OTT,F,35,2,4,6,-6,33,0.2,2,0,0,0,29,6.9,246,7:01,13,74,0,0.0,2019-20
701,Miikka Salomaki\salommi01,26,NSH,RW,5,1,0,1,2,4,0.2,1,0,0,1,2,50.0,61,12:09,3,9,0,,2019-20
702,Rasmus Sandin\sandira01,19,TOR,D,28,1,7,8,-7,10,0.5,1,0,0,1,22,4.5,401,14:19,22,33,0,,2019-20
703,Zach Sanford\sanfoza01,25,STL,LW,58,16,14,30,13,28,3.9,15,1,0,3,90,17.8,797,13:44,32,109,1,11.1,2019-20
704,Travis Sanheim\sanhetr01,23,PHI,D,69,8,17,25,4,32,4.7,8,0,0,0,110,7.3,1391,20:09,79,41,0,,2019-20
705,Steven Santini\santist01,24,NSH,D,2,0,0,0,1,2,0.1,0,0,0,0,1,0.0,19,9:33,0,3,0,,2019-20
706,Ashton Sautner\sautnas01,25,VAN,D,1,0,0,0,0,0,0.0,0,0,0,0,1,0.0,3,2:49,0,0,0,,2019-20
707,David Savard\savarda01,29,CBJ,D,68,0,11,11,-3,35,2.9,0,0,0,0,97,0.0,1407,20:41,163,129,0,,2019-20
708,Luca Sbisa\sbisalu01,30,WPG,D,44,2,8,10,1,37,2.0,2,0,0,0,49,4.1,789,17:56,71,91,0,,2019-20
709,Marco Scandella\scandma01,29,TOT,D,62,4,9,13,14,20,3.8,4,0,0,0,77,5.2,1090,17:35,60,78,0,,2019-20
710,Colton Sceviour\scevico01,30,FLA,C,69,6,10,16,2,6,0.6,6,0,0,0,114,5.3,914,13:15,72,91,65,44.2,2019-20
711,Tim Schaller\schalti01,29,TOT,LW,53,5,1,6,-14,14,-0.5,4,0,1,0,49,10.2,613,11:34,28,51,7,38.9,2019-20
712,Mark Scheifele\scheima01,26,WPG,C,71,29,44,73,2,45,7.6,19,10,0,6,170,17.1,1548,21:48,49,34,605,46.9,2019-20
713,Brayden Schenn\schenbr01,28,STL,C,71,25,33,58,3,44,6.4,15,10,0,4,138,18.1,1311,18:28,21,119,350,49.0,2019-20
714,Luke Schenn\schenlu01,30,TBL,D,25,1,2,3,-8,23,-0.1,1,0,0,0,31,3.2,311,12:27,21,83,0,,2019-20
715,Nick Schmaltz\schmani01,23,ARI,C,70,11,34,45,3,20,4.3,9,2,0,2,95,11.6,1087,15:32,35,12,160,42.6,2019-20
716,Nate Schmidt\schmina01,28,VEG,D,59,7,24,31,11,12,5.6,6,1,0,0,112,6.3,1279,21:41,91,25,0,,2019-20
717,Justin Schultz\schulju01,29,PIT,D,46,3,9,12,-13,6,1.3,3,0,0,0,86,3.5,914,19:53,50,36,0,,2019-20
718,Jaden Schwartz\schwaja01,27,STL,C,71,22,35,57,3,18,6.0,13,9,0,4,162,13.6,1291,18:11,28,60,9,45.0,2019-20
719,Brent Seabrook\seabrbr01,34,CHI,D,32,3,1,4,1,8,1.2,2,1,0,1,40,7.5,581,18:09,61,52,0,,2019-20
720,Nick Seeler\seeleni01,26,TOT,D,12,0,1,1,-8,15,-0.4,0,0,0,0,5,0.0,143,11:56,21,19,0,,2019-20
721,Tyler Seguin\seguity01,28,DAL,C,69,17,33,50,-2,22,4.9,14,3,0,6,245,6.9,1321,19:09,31,90,538,58.2,2019-20
722,Andrej Sekera\sekeran01,33,DAL,D,57,2,6,8,9,14,3.2,1,0,1,0,63,3.2,1026,18:00,75,34,0,,2019-20
723,Brett Seney\seneybr01,23,NJD,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,1,0.0,20,9:56,0,2,0,0.0,2019-20
724,Zachary Senyshyn\senysza01,22,BOS,RW,4,0,2,2,1,0,0.2,0,0,0,0,1,0.0,34,8:26,1,2,1,100.0,2019-20
725,Mikhail Sergachev\sergami01,21,TBL,D,70,10,24,34,15,58,6.3,4,5,1,0,118,8.5,1426,20:22,99,106,0,,2019-20
726,Damon Severson\severda01,25,NJD,D,69,8,23,31,-20,52,4.4,5,3,0,2,114,7.0,1584,22:58,97,81,0,,2019-20
727,Michael Sgarbossa\sgarbmi01,27,WSH,C,2,0,0,0,0,0,0.0,0,0,0,0,1,0.0,16,8:07,0,3,3,50.0,2019-20
728,Kevin Shattenkirk\shattke01,31,TBL,D,70,8,26,34,22,38,6.6,7,1,0,0,131,6.1,1323,18:54,66,62,0,,2019-20
729,Andrew Shaw\shawan01,28,CHI,C,26,3,7,10,-4,33,0.5,2,1,0,0,46,6.5,376,14:27,9,74,42,45.2,2019-20
730,Logan Shaw\shawlo01,28,WPG,RW,35,3,2,5,0,0,0.4,3,0,0,0,20,15.0,239,6:49,13,24,11,55.0,2019-20
731,Riley Sheahan\sheahri01,28,EDM,C,66,8,7,15,-13,6,0.6,7,0,1,1,70,11.4,844,12:48,33,26,409,49.0,2019-20
